pos_start;pos_end;len;field;description;reportingFlagPosision;Vers;Definition;Commentary
372;;1;LD_FINT;Fetal Intolerance;615;R;{"Y":"Yes","N":"No","U":"Unknown"," ":"Not on certificate"};
373;;1;LD_ANES;Anesthesia;616;R;{"Y":"Yes","N":"No","U":"Unknown"," ":"Not on certificate"};
374;;1;ULD_FEBR;Febrile;711;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
375;;1;ULD_MECO;Meconium;712;U,R;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
376;;1;ULD_RUPTR;Premature Rupture of Membrane;713;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
377;;1;ULD_ABRUP;Abruptio Placenta;714;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
378;;1;ULD_PREPLA;Placenta Previa;715;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
379;;1;ULD_EXCBL;Other Excessive Bleeding;716;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
380;;1;ULD_SEIZ;Seizures During Labor;717;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
381;;1;ULD_PRECIP;Precipitous Labor;718;U,R;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
382;;1;ULD_PROLG;Prolonged Labor;719;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
383;;1;ULD_DYSFN;Dysfunctional Labor;720;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
384;;1;ULD_BREECH;Breech;721;U,R;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
385;;1;ULD_CEPHAL;Cephalopelvic Disproportion;722;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
386;;1;ULD_CORD;Cord Prolapse;723;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
387;;1;ULD_ANEST;Anesthetic Comlications;724;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
388;;1;ULD_DISTR;Fetal Distress;725;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
389;;1;ULD_OTHER;Other Complications;726;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
390;;1;ME_ATTF;Attempted Forceps;617;R;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
391;;1;ME_ATTV;Attempted Vacuum;618;R;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
392;;1;ME_PRES;Fetal Presentation;619;R;{"1":"Cephalic","2":"Breech","3":"Other" ,"9":"Unknown"," ":"Not on certificate"};
393;;1;ME_ROUT;Route & Method of Delivery;620;R;{"1":"Spontaneous","2":"Forceps","3":"Vacuum","4":"Cesarean","9":"Unknown"," ":"Not on certificate"};
394;;1;ME_TRIAL;Trial of Labor Attempted;621;R;{"Y":"Yes","N":"No","X":"Not applicable","U":"Unknown"," ":"Not on certificate"};
395;;1;UME_VAG;Vaginal;730;U;{"1":"Yes","2":"No","9":"Unknown or not stated"};
396;;1;UME_VBAC;Vaginal after C-Section;731;U;{"1":"Yes","2":"No","9":"Unknown or not stated"};
397;;1;UME_PRIMC;Primary C-Section;732;U;{"1":"Yes","2":"No","9":"Unknown or not stated"};
398;;1;UME_REPEC;Repeat C-Section;733;U;{"1":"Yes","2":"No","9":"Unknown or not stated"};
399;;1;UME_FORCP;Forceps;734;U,R;{"1":"Yes","2":"No","9":"Unknown or not stated"};
400;;1;UME_VAC;Vacuum;735;U,R;{"1":"Yes","2":"No","9":"Unknown or not stated"};
401;;1;RDMETH_REC;Delivery Method Recode (Revised);679;R;{"1":"Vaginal (excludes vaginal after previous C-section)","2":"Vaginal after previous c-section","3":"Primary C-section","4":"Repeat C-section","5":"Vaginal (unknown if previous c-section) (2003 Standard only)","6":"C-section (unknown if previous c-section) (2003 Standard Only","9":"Not stated"};
402;;1;UDMETH_REC;Delivery Method Recode (Unrevised);680;U;{"1":"Vaginal (excludes vaginal after previous C-section)","2":"Vaginal after previous c-section","3":"Primary C-section","4":"Repeat C-section","9":"Not stated"};
403;;1;DMETH_REC;Delivery Method Recode Combined;;U,R;{"1":"Vaginal","2":"C-Section","9":"Unknown"};
404;409;6;FILLER;Filler;;;;
410;;1;ATTEND;Attendant;;U,R;{"1":"Doctor of Medicine (MD)","2":"Doctor of Osteopathy (DO)","3":"Certified Nurse Midwife (CNM)","4":"Other Midwife","5":"Other","9":"Unknown or not stated"};
411;414;4;FILLER;Filler;;;;
415;416;2;APGAR5;Five Minute APGAR Score;574;U,R;{"99":"Unknown or not stated"};00-10 A score of 0-10
417;;1;APGAR5R;Five Minute APGAR Recode;574;U,R;{"1":"A score of 0-3","2":"A score of 4-6","3":"A score of 7-8","4":"A score of 9-10","5":"Unknown  or not stated"};
418;422;5;FILLER;Filler;;;;
423;;1;DPLURAL;Plurality;;U,R;{"1":"Single","2":"Twin","3":"Triplet","4":"Quadruplet","5":"Quintuplet or higher"};
424;;1;FILLER;Filler;;;;
425;;1;IMP_PLUR;Plurality Imputed;;U,R;{" ":"Plurality is imputed","1":"Plurality is not imputed"};
426;435;10;FILLER;Filler;;;;
436;;1;SEX;Sex of Infant;;U,R;{"M":"Male","F":"Female"};
437;;1;IMP_SEX;Imputed Sex;;U,R;{" ":"Infant Sex not Imputed","1":"Infant Sex is Imputed"};
438;439;2;DLMP_MM;Last Normal Menses Month;;U,R;{"01":"January","02":"February","03":"March","04":"April","05":"May","06":"June","07":"July","08":"August","09":"September","10":"October","11":"November","12":"December","99":"Unknown or not stated"};
440;441;2;DLMP_DD;Last Normal Menses Day;;U,R;{"99":"Unknown or not stated"}; 01-31 As applicable to month of LMP
442;445;4;DLMP_YY;Year of Last Normal Menses Began;;U,R;{"9999":"Unknown or not stated"};nnnn Year of last normal menses
446;447;2;ESTGEST;Obstetric/Clinical Gestation Est.;573;U,R;{"99":"Unknown"};17-47 17th through 47th week of Gestation
448;450;3;FILLER;Filler;;;;
451;452;2;COMBGEST;Gestation – Detail in Weeks;670;U,R;{"99":"Unknown"};17-47 17th through 47th week of Gestation
453;454;2;GESTREC10_07;Gestation Recode 10;;U,R;{"01":"Under 20 weeks","02":"20-27 weeks","03":"28-31 weeks","04":"32-35 weeks","05":"36 weeks","06":"37-39 weeks","07":"40 weeks","08":"41 weeks","09":"42 weeks and over","10":"Unknown"};
455;;1;GESTREC3;Gestation Recode 3;;U,R;{"1":"Under 37 weeks","2":"37 weeks and over","3":"Not stated"};
456;;1;OBGEST_FLG;Clinical Estimate of Gestation Used Flag;;U,R;{" ":"Clinical Estimate is not used","1":"Clinical Estimate is used"};
457;;1;GEST_IMP;Gestation Imputed Flag;;U,R;{" ":"Gestation is not imputed","1":"Gestation is imputed"};
458;466;9;FILLER;Filler;;;;
467;470;4;BRTHWGT;Imputed Birth Weight;;U,R;{"9999":"Not stated birth weight"};0227-8165 Number of grams
471;472;2;BWTR14;Birth Weight Recode 14;;U,R;{"01":"227 - 499 grams","02":"500 – 749 grams","03":"750 - 999 grams","04":"1000 - 1249 grams","05":"1250 – 1499 grams","06":"1500 – 1999 grams","07":"2000 – 2499 grams","08":"2500 – 2999 grams","09":"3000 – 3400 grams","10":"3500 – 3999 grams","11":"4000 – 4499 grams","12":"4500 – 4999 grams","13":"5000 – 8165 grams","14":"Not Stated"};
473;;1;BWTR4;Birth Weight Recode 4;;U,R;{"1":"227- 1499 grams","2":"1500 – 2499 grams","3":"2500 - 8165 grams","4":"Unknown or not stated"};
474;;1;FILLER;Filler;;;;
475;;1;BWTIMP;Imputed Birth Weight Flag;;U,R;{" ":"Birth Weight is not imputed","1":"Birth Weight is imputed"};
476;;1;AB_AVEN1;Assisted Ventilation;628;R;{"Y":"Yes, Complication reported","N":"No Complication reported","U":"Unknown or not stated", " ":"Not on Certificate"};
477;;1;AB_AVEN6;Assisted Ventilation > 6 hrs;629;R;{"Y":"Yes, Complication reported","N":"No Complication reported","U":"Unknown or not stated", " ":"Not on Certificate"};
478;;1;AB_NICU;Admission to NICU;630;R;{"Y":"Yes, Complication reported","N":"No Complication reported","U":"Unknown or not stated", " ":"Not on Certificate"};
479;;1;AB_SURF;Surfactant;631;R;{"Y":"Yes, Complication reported","N":"No Complication reported","U":"Unknown or not stated", " ":"Not on Certificate"};
480;;1;AB_ANTI;Antibiotics;632;R;{"Y":"Yes, Complication reported","N":"No Complication reported","U":"Unknown or not stated", " ":"Not on Certificate"};
481;;1;AB_SEIZ;Seizures;633;R;{"Y":"Yes, Complication reported","N":"No Complication reported","U":"Unknown or not stated", " ":"Not on Certificate"};
482;;1;AB_BINJ;Birth Injury;634;R;{"Y":"Yes, Complication reported","N":"No Complication reported","U":"Unknown or not stated", " ":"Not on Certificate"};
483;;1;UAB_ANEM;Anemia;740;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
484;;1;UAB_INJURY;Birth Injury;741;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
485;;1;UAB_ALCOH;Fetal Alcohol Syndrome;742;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
486;;1;UAB_HYAL;Hyaline Membrane Disease;743;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
487;;1;UAB_MECON;Meconium Aspiration Syndrome;744;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
488;;1;UAB_VENL30;Assisted Ventilation < 30 min;745;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
489;;1;UAB_VEN30M;Assisted Ventilation >= 30 min;746;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
490;;1;UAB_NSEIZ;Seizures;747;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
491;;1;UAB_OTHER;Other Abnormal Conditions;748;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
492;;1;CA_ANEN;Anencephaly;635;R;{"Y":"Yes, anomaly reported","N":"No, anomaly not reported","U":"Unknown", " ":"Not on Certificate"};
493;;1;CA_MNSB;Meningomyelocele / Spina Bifida;636;R;{"Y":"Yes, anomaly reported","N":"No, anomaly not reported","U":"Unknown", " ":"Not on Certificate"};
494;;1;CA_CCHD;Cyonotic Congenital Heart Disease;637;R;{"Y":"Yes, anomaly reported","N":"No, anomaly not reported","U":"Unknown", " ":"Not on Certificate"};
495;;1;CA_CDH;Congenital Diaphragmatic Hernia;638;R;{"Y":"Yes, anomaly reported","N":"No, anomaly not reported","U":"Unknown", " ":"Not on Certificate"};
496;;1;CA_OMPH;Omphalocele;639;R;{"Y":"Yes, anomaly reported","N":"No, anomaly not reported","U":"Unknown", " ":"Not on Certificate"};
497;;1;CA_GAST;Gastrochisis;640;R;{"Y":"Yes, anomaly reported","N":"No, anomaly not reported","U":"Unknown", " ":"Not on Certificate"};
498;;1;CA_LIMB;Limb Reduction Defect;641;R;{"Y":"Yes, anomaly reported","N":"No, anomaly not reported","U":"Unknown", " ":"Not on Certificate"};
499;;1;CA_CLEFT;Cleft Lip w/ or w/o Cleft Palate;642;R;{"Y":"Yes, anomaly reported","N":"No, anomaly not reported","U":"Unknown", " ":"Not on Certificate"};
500;;1;CA_CLPAL;Cleft Palate alone;643;R;{"Y":"Yes, anomaly reported","N":"No, anomaly not reported","U":"Unknown", " ":"Not on Certificate"};
501;;1;CA_DOWN;Downs Syndrome;644;R;{"C":"Confirmed","P":"Pending","N":"No","U":"Unknown"," ":"Not on certificat"};
502;;1;CA_DISOR;Suspected Chromosomal Disorder;645;R;{"C":"Confirmed","P":"Pending","N":"No","U":"Unknown"," ":"Not on certificat"};
503;;1;CA_HYPO;Hypospadias;646;R;{"Y":"Yes, anomaly reported","N":"No, anomaly not reported","U":"Unknown"," ":"Not on certificate"};
504;;1;UCA_ANEN;Anencephalus;752;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
505;;1;UCA_SPINA;Spina Bifida / Meningocele;753;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
506;;1;UCA_HYDRO;Hydrocephalus;754;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
507;;1;UCA_MICRO;Microcephalus;755;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
508;;1;UCA_NERV;Other Central Nervous System Anoms.;756;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
509;;1;UCA_HEART;Heart Malformations;757;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
510;;1;UCA_CIRC;Other Circulatory/Respiration Anoms.;758;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
511;;1;UCA_RECTAL;Rectal Atresia / Stenosis;759;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
512;;1;UCA_TRACH;Tracheo-Esophageal Fistula;760;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
513;;1;UCA_OMPHA;Omphalocele / Gastroschisis;761;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
514;;1;UCA_GASTRO;Other Gastrointestinal Anoms.;762;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
515;;1;UCA_GENITAL;Malformed Genitalia;763;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
516;;1;UCA_RENAL;Renal Agenesis;764;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
517;;1;UCA_UROGEN;Other Urogenital Anoms.;765;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
518;;1;UCA_CELFTLP;Cleft Lip / Palate;766;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
519;;1;UCA_ADACTY;Polydactyly / Syndactyly / Adactyly;767;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
520;;1;UCA_CLUBFT;Club Foot;768;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
521;;1;UCA_HERNIA;Diaphramatic Hernia;769;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
522;;1;UCA_MUSCU;Other Musculoskeletal Anoms.;770;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
523;;1;UCA_DOWNS;Downs Syndrome;771;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
524;;1;UCA_CHROM;Other Chromosomal Anoms.;772;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
525;;1;UCA_OTHER;Other Congenital Anoms.;773;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable"," ":"Not on certificate"};
526;568;43;FILLER;Filler;;;;
569;;1;F_MORIGIN;Origin of Mother;;U,R;{"0":"Not reporting","1":"Reporting"};
570;;1;F_FORIGIN;Origin of Father;;U,R;{"0":"Not reporting","1":"Reporting"};
571;;1;F_MEDUC;Education of Mother;;R;{"0":"Not reporting","1":"Reporting"};
572;;1;FILLER;Filler;;;;
573;;1;F_CLINEST;Clinical Estimate of Gestation;;U,R;{"0":"Not reporting","1":"Reporting"};
574;;1;F_APGAR5;Five minute APGAR;;U,R;{"0":"Not reporting","1":"Reporting"};
575;;1;F_TOBACO;Tobacco use;;R;{"0":"Not reporting","1":"Reporting"};
576;581;6;FILLER;Filler;;;;
582;;1;F_RF_PDIAB;Prepregnancy Diabetes;;R;{"0":"Not reporting","1":"Reporting"};
583;;1;F_RF_GDIAB;Gestational Diabetes;;R;{"0":"Not reporting","1":"Reporting"};
584;;1;F_RF_PHYPER;Prepregnancy Hypertension;;R;{"0":"Not reporting","1":"Reporting"};
585;;1;F_RF_GHYPER;Gestational Hypertension;;R;{"0":"Not reporting","1":"Reporting"};
586;;1;F_RF_ECLAMP;Hypertension Eclampsia;;R;{"0":"Not reporting","1":"Reporting"};
587;;1;F_RF_PPB;Previous Preterm Birth;;R;{"0":"Not reporting","1":"Reporting"};
588;;1;F_RF_PPO;Poor Pregnancy outcomes;;R;{"0":"Not reporting","1":"Reporting"};
589;592;4;FILLER;Filler;;;;
593;;1;F_RF_CESAR;Previous Cesarean;;R;{"0":"Not reporting","1":"Reporting"};
594;;1;F_RF_NCESAR;Number of Previous Cesareans;;R;{"0":"Not reporting","1":"Reporting"};
595;600;6;FILLER;Filler;;;;
601;;1;F_OB_CERVIC;Cervical Cerclage;;R;{"0":"Not reporting","1":"Reporting"};
602;;1;F_OB_TOCO;Tocolysis;;R;{"0":"Not reporting","1":"Reporting"};
603;;1;F_OB_SUCC;Successful External Cephalic Version;;R;{"0":"Not reporting","1":"Reporting"};
604;;1;F_OB_FAIL;Failed External Cephalic Version;;R;{"0":"Not reporting","1":"Reporting"};
605;;1;F_OL_RUPTURE;Premature Rupture of the Membranes;;R;{"0":"Not reporting","1":"Reporting"};
606;;1;F_OL_PRECIP;Precipitous Labor;;R;{"0":"Not reporting","1":"Reporting"};
607;;1;F_OL_PROLONG;Prolonged Labor;;R;{"0":"Not reporting","1":"Reporting"};
608;;1;F_LD_INDUCT;Induction of Labor;;R;{"0":"Not reporting","1":"Reporting"};
609;;1;F_LD_AUGMENT;Augmentation of Labor;;R;{"0":"Not reporting","1":"Reporting"};
610;;1;F_LD_NVRTX;Non-Vertex Presentation;;R;{"0":"Not reporting","1":"Reporting"};
611;;1;F_LD_STERIODS;Steroids;;R;{"0":"Not reporting","1":"Reporting"};
612;;1;F_LD_ANTIBIO;Antibiotics;;R;{"0":"Not reporting","1":"Reporting"};
613;;1;F_LD_CHORIO;Chorioamnionitis;;R;{"0":"Not reporting","1":"Reporting"};
614;;1;F_LD_MECON;Meconium Staining;;R;{"0":"Not reporting","1":"Reporting"};
615;;1;F_LD_FINTOL;Fetal Intolerance;;R;{"0":"Not reporting","1":"Reporting"};
616;;1;F_LD_ANESTH;Anesthesia;;R;{"0":"Not reporting","1":"Reporting"};
617;;1;F_MD_ATTFOR;Attempted Forceps;;R;{"0":"Not reporting","1":"Reporting"};
618;;1;F_MD_ATTVAC;Attempted Vacuum;;R;{"0":"Not reporting","1":"Reporting"};
619;;1;F_MD_PRESENT;Fetal Presentation;;R;{"0":"Not reporting","1":"Reporting"};
620;;1;F_MD_ROUTE;Final Route and Method of Delivery;;R;{"0":"Not reporting","1":"Reporting"};
621;;1;F_MD_TRIAL;Trial of Labor Attempted;;R;{"0":"Not reporting","1":"Reporting"};
622;627;6;FILLER;Filler;;;;
628;;1;F_AB_VENT;Assisted Ventilation;;R;{"0":"Not reporting","1":"Reporting"};
629;;1;F_AB_VENT6;Assisted Ventilation >6 hrs;;R;{"0":"Not reporting","1":"Reporting"};
630;;1;F_AB_NIUC;Admission to NICU;;R;{"0":"Not reporting","1":"Reporting"};
631;;1;F_AB_SURFAC;Surfactant;;R;{"0":"Not reporting","1":"Reporting"};
632;;1;F_AB_ANTIBIO;Antibiotics;;R;{"0":"Not reporting","1":"Reporting"};
633;;1;F_AB_SEIZ;Seizures;;R;{"0":"Not reporting","1":"Reporting"};
634;;1;F_AB_INJ;Birth Injury;;R;{"0":"Not reporting","1":"Reporting"};
635;;1;F_CA_ANEN;Anencephaly;;R;{"0":"Not reporting","1":"Reporting"};
636;;1;F_CA_MENIN;Meningomyelocele/Spina Bifida;;R;{"0":"Not reporting","1":"Reporting"};
637;;1;F_CA_HEART;Cyanotic Congenital Heart Disease;;R;{"0":"Not reporting","1":"Reporting"};
638;;1;F_CA_HERNIA;Congenital Diaphragmatic Hernia;;R;{"0":"Not reporting","1":"Reporting"};
639;;1;F_CA_OMPHA;Omphalocele;;R;{"0":"Not reporting","1":"Reporting"};
640;;1;F_CA_GASTRO;Gastroschisis;;R;{"0":"Not reporting","1":"Reporting"};
641;;1;F_CA_LIMB;Limb Reduction Defect;;R;{"0":"Not reporting","1":"Reporting"};
642;;1;F_CA_CLEFTLP;Cleft Lip with or without Cleft  Palate;;R;{"0":"Not reporting","1":"Reporting"};
643;;1;F_CA_CLEFT;Cleft Plate Alone;;R;{"0":"Not reporting","1":"Reporting"};
644;;1;F_CA_DOWNS;Down Syndrome;;R;{"0":"Not reporting","1":"Reporting"};
645;;1;F_CA_CHROM;Suspected Chromosomal Disorder;;R;{"0":"Not reporting","1":"Reporting"};
646;;1;F_CA_HYPOS;Hypospadias;;R;{"0":"Not reporting","1":"Reporting"};
647;;1;F_MED;Mother’s Education;;U;{"0":"Not reporting","1":"Reporting"};
648;;1;F_WTGAIN;Weight Gain;;U,R;{"0":"Not reporting","1":"Reporting"};
649;;1;F_ALCOL;Alcohol use;;U;{"0":"Not reporting","1":"Reporting"};
650;;1;F_API;API Codes;;U;{"0":"Not reporting","1":"Reporting"};
651;666;16;FILLER;Filler;;;;
667;;1;F_TOBAC;Tobacco Use;;U;{"0":"Not reporting","1":"Reporting"};
668;;1;F_MPCB;Month Prenatal Care Began;;R;{"0":"Not reporting","1":"Reporting"};
669;;1;F_MPCB_U;Month Prenatal Care Began;;U;{"0":"Not reporting","1":"Reporting"};
670;678;9;FILLER;Filler;;;;
679;;1;F_RDMETH_REC;Revised Method of Delivery;;R;{"0":"Not reporting","1":"Reporting"};
680;;1;F_UDMETH_REC;Unrevised Method of Delivery;;U;{"0":"Not reporting","1":"Reporting"};
681;;1;F_URF_ANEMIA;Anemia;;U;{"0":"Not reporting","1":"Reporting"};
682;;1;F_URF_CARDIAC;Cardiac;;U;{"0":"Not reporting","1":"Reporting"};
683;;1;F_URF_LUNG;Acute or Chronic Lung Disease;;U;{"0":"Not reporting","1":"Reporting"};
684;;1;F_URF_DIABETES;Diabetes;;U,R;{"0":"Not reporting","1":"Reporting"};
685;;1;F_URF_HERPES;Genital Herpes;;U;{"0":"Not reporting","1":"Reporting"};
686;;1;F_URF_HYDRA;Hydramnios / Oligohydramnios;;U;{"0":"Not reporting","1":"Reporting"};
687;;1;F_URF_HEMO;Hemoglobinopathy;;U;{"0":"Not reporting","1":"Reporting"};
688;;1;F_URF_CHYPER;Chronic Hypertension;;U,R; {"0":"Not reporting","1":"Reporting"};
689;;1;F_URF_PHYPER;Prepregnancy Hypertension;;U,R;{"0":"Not reporting","1":"Reporting"};
690;;1;F_URF_ECLAMP;Eclampsia;;U,R;{"0":"Not reporting","1":"Reporting"};
691;;1;F_URF_INCERVIX;Incompetent Cervix;;U;{"0":"Not reporting","1":"Reporting"};
692;;1;F_URF_PRE4000;Previous Infant 4000+ Grams;;U;{"0":"Not reporting","1":"Reporting"};
693;;1;F_URF_PRETERM;Previous Preterm/Small for Gestation;;U;{"0":"Not reporting","1":"Reporting"};
694;;1;F_URF_RENAL;Renal Disease;;U;{"0":"Not reporting","1":"Reporting"};
695;;1;F_URF_RH;Rh Sensitization;;U;{"0":"Not reporting","1":"Reporting"};
696;;1;F_URF_UTERINE;Uterine Bleeding;;U;{"0":"Not reporting","1":"Reporting"};
697;;1;F_URF_OTHERMR;Other Medical Risk Factors;;U;{"0":"Not reporting","1":"Reporting"};
698;700;3;FILLER;Filler;;;;
701;;1;F_UOB_AMNIO;Amniocentesis;;U;{"0":"Not reporting","1":"Reporting"};
702;;1;F_UOB_MONITOR;Electronic Fetal Monitoring;;U;{"0":"Not reporting","1":"Reporting"};
703;;1;F_UOB_INDUCT;Induction;;U,R;{"0":"Not reporting","1":"Reporting"};
704;;1;F_UOB_STIMUL;Stimulation of Labor;;U;{"0":"Not reporting","1":"Reporting"};
705;;1;F_UOB_TOCOL;Tocolysis;;U,R;{"0":"Not reporting","1":"Reporting"};
706;;1;F_UOB_ULTRAS;Ultrasound;;U;{"0":"Not reporting","1":"Reporting"};
707;;1;F_UOB_OTHEROB;Other Obstetric Procedures;;U;{"0":"Not reporting","1":"Reporting"};
708;710;3;FILLER;Filler;;;;
711;;1;F_ULD_FEBRILE;Febrile;;U;{"0":"Not reporting","1":"Reporting"};
712;;1;F_ULD_MECONIUM;Meconium;;U,R;{"0":"Not reporting","1":"Reporting"};
713;;1;F_ULD_RUPTURE;Premature Rupture of Membrane;;U;{"0":"Not reporting","1":"Reporting"};
714;;1;F_ULD_ABRUPTIO;Abruption Placenta;;U;{"0":"Not reporting","1":"Reporting"};
715;;1;F_ULD_PREPLACE;Placenta Previa;;U;{"0":"Not reporting","1":"Reporting"};
716;;1;F_ULD_EXCEBLD;Other Excessive Bleeding;;U;{"0":"Not reporting","1":"Reporting"};
717;;1;F_ULD_SEIZURE;Seizures During Labor;;U;{"0":"Not reporting","1":"Reporting"};
718;;1;F_ULD_PRECIP;Precipitous Labor;;U,R;{"0":"Not reporting","1":"Reporting"};
719;;1;F_ULD_PROLONG;Prolonged Labor;;U;{"0":"Not reporting","1":"Reporting"};
720;;1;F_ULD_DYSFUNC;Dysfunctional Labor;;U;{"0":"Not reporting","1":"Reporting"};
721;;1;F_ULD_BREECH;Breech;;U,R;{"0":"Not reporting","1":"Reporting"};
722;;1;F_ULD_CEPHALO;Cephalopelvic Disproportion;;U;{"0":"Not reporting","1":"Reporting"};
723;;1;F_ULD_CORD;Cord Prolapse;;U;{"0":"Not reporting","1":"Reporting"};
724;;1;F_ULD_ANESTHE;Anesthetic Complications;;U;{"0":"Not reporting","1":"Reporting"};
725;;1;F_ULD_DISTRESS;Fetal Distress;;U;{"0":"Not reporting","1":"Reporting"};
726;;1;F_ULD_OTHERLD;Other Complications;;U;{"0":"Not reporting","1":"Reporting"};
727;729;3;FILLER;Filler;;;;
730;;1;F_U_VAGINAL;Vaginal;;U;{"0":"Not reporting","1":"Reporting"};
731;;1;F_U_VBAC;Vaginal after C-Section;;U;{"0":"Not reporting","1":"Reporting"};
732;;1;F_U_PRIMAC;Primary C-Section;;U;{"0":"Not reporting","1":"Reporting"};
733;;1;F_U_REPEAC;Repeat C-Section;;U;{"0":"Not reporting","1":"Reporting"};
734;;1;F_U_FORCEP;Forceps;;U;{"0":"Not reporting","1":"Reporting"};
735;;1;F_U_VACUUM;Vacuum;;U;{"0":"Not reporting","1":"Reporting"};
736;739;4;FILLER;Filler;;;;
740;;1;F_UAB_ANEMIA;Anemia;;U;{"0":"Not reporting","1":"Reporting"};
741;;1;F_UAB_INJURY;Birth Injury;;U;{"0":"Not reporting","1":"Reporting"};
742;;1;F_UAB_ALCOSYN;Fetal Alcohol Sydrome;;U;{"0":"Not reporting","1":"Reporting"};
743;;1;F_UAB_HYALINE;Hyaline Membrane Disease;;U;{"0":"Not reporting","1":"Reporting"};
