pos_start;pos_end;len;field;description;reportingFlagPosision;Vers;Definition;Commentary
226;227;2;AGER38;Infant Age Recode 38;;;{"00":"Less than 1 day","01":"1 day","02":"2 days","03":"3 days","04":"4 days","05":"5 days","06":"6 days","07":"7 days","08":"8 days","09":"9 days","10":"10 days","11":"11 days","12":"12 days","13":"13 days","14":"14 days","15":"15 days","16":"16 days","17":"17 days","18":"18 days","19":"19 days","20":"20 days","21":"21 days","22":"22 days","23":"23 days","24":"24 days","25":"25 days","26":"26 days","27":"27 days","28":"1 month", "29":"2 months", "30":"3 months", "31":"4 months", "32":"5 months", "33":"6 months", "34":"7 months", "35":"8 months", "36":"9 months", "37":"10 months", "38":"11 months"};
228;;1;HOSPD_88;Place of Death and Decendent’s Status;;;{"1":"Hospital, clinic or Medical Center – Inpatient","2":"Hospital, clinic or Medical Center – Outpatient or admitted to Emergency Room","3":"Hospital, clinic or Medical Center – Dead on Arrival","4":"Hospital, Clinic or Medical Center - Patient status","5":"Hospital, Clinic or Medical Center - Patient status not on certificate","6":"Other Institution providing patient care","7":"All other reported entries","8":"Dead on Arrival - Hospital, Clinic or Medical Center name not given","9":"Place of death unknown"};
229;;1;AUTOPSY_91;Autopsy;;;{"1":"Yes","2":"No","8":"Autopsy performed not on certificate","9":"Autopsy performed not stated"};
230;;1;ACCIDPL_88;Place of Injury for Causes E850-E869 and E880-E921;;;{" ":"Causes other than E850-E869 and E880-E921","0":"Home ","1":"Farm ","2":"Mine and quarry ","3":"Industrial place and premises ","4":"Place for recreation and sport ","5":"Street and highway ","6":"Public building ","7":"Resident institution ","8":"Other specified places ","9":"Place of accident not specified"};
231;234;4;UC0D9;ICD Code (9th Revision);;;{};
235;237;3;UCODR61;61 Infant Cause Recode;;;{};
238;239;2;EANUM;Number of Entity-Axis Conditions;;;{};00-20 Code range
240;246;7;ENTITY_1ST_C;1st Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
247;253;7;ENTITY_2ND_C;2nd Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
254;260;7;ENTITY_3RD_C;3rd Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
261;267;7;ENTITY_4TH_C;4th Condition;;;{};Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
268;274;7;ENTITY_5TH_C;5th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
275;281;7;ENTITY_6TH_C;6th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
282;288;7;ENTITY_7TH_C;7th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
289;295;7;ENTITY_8TH_C;8th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
296;302;7;ENTITY_9TH_C;9th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
303;309;7;ENTITY_10TH_C;10th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
310;316;7;ENTITY_11TH_C;11th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
317;323;7;ENTITY_12TH_C;12th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
324;330;7;ENTITY_13TH_C;13th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
331;337;7;ENTITY_14TH_C;14th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
338;344;7;ENTITY_15TH_C;15th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
345;351;7;ENTITY_16TH_C;16th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
352;358;7;ENTITY_17TH_C;17th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
359;365;7;ENTITY_18TH_C;18th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
366;372;7;ENTITY_19TH_C;19th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
373;379;7;ENTITY_20TH_C;20th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
380;381;2;RANUM;Number of Record-Axis Conditions;;;{};00-20 Code range
382;386;5;RECORD_1ST_C;1st Condition;;;{};1-4 ICD10 Code 5
387;391;5;RECORD_2ND_C;2nd Condition;;;{};1-4 ICD10 Code 5
392;396;5;RECORD_3RD_C;3rd Condition;;;{};1-4 ICD10 Code 5
397;401;5;RECORD_4TH_C;4th Condition;;;{};1-4 ICD10 Code 5
402;406;5;RECORD_5TH_C;5th Condition;;;{};1-4 ICD10 Code 5
407;411;5;RECORD_6TH_C;6th Condition;;;{};1-4 ICD10 Code 5
412;416;5;RECORD_7TH_C;7th Condition;;;{};1-4 ICD10 Code 5
417;421;5;RECORD_8TH_C;8th Condition;;;{};1-4 ICD10 Code 5
422;426;5;RECORD_9TH_C;9th Condition;;;{};1-4 ICD10 Code 5
427;431;5;RECORD_10TH_C;10th Condition;;;{};1-4 ICD10 Code 5
432;436;5;RECORD_11TH_C;11th Condition;;;{};1-4 ICD10 Code 5
437;441;5;RECORD_12TH_C;12th Condition;;;{};1-4 ICD10 Code 5
442;446;5;RECORD_13TH_C;13th Condition;;;{};1-4 ICD10 Code 5
447;451;5;RECORD_14TH_C;14th Condition;;;{};1-4 ICD10 Code 5
452;456;5;RECORD_15TH_C;15th Condition;;;{};1-4 ICD10 Code 5
457;461;5;RECORD_16TH_C;16th Condition;;;{};1-4 ICD10 Code 5
462;466;5;RECORD_17TH_C;17th Condition;;;{};1-4 ICD10 Code 5
467;471;5;RECORD_18TH_C;18th Condition;;;{};1-4 ICD10 Code 5
472;476;5;RECORD_19TH_C;19th Condition;;;{};1-4 ICD10 Code 5
477;481;5;RECORD_20TH_C;20th Condition;;;{};1-4 ICD10 Code 5
482;500;19;FILLER;Filler;;;;
