pos_start;pos_end;len;field;description;reportingFlagPosision;Vers;Definition;Commentary
293;;1;UCIG_REC6;Cigarette Recode;667;U;{"0":"Non-smoker","1":"1 to 5 cigarettes daily","2":"6 to 10 cigarettes daily","3":"11 to 20 cigarettes daily","4":"21 to 40 cigarettes daily","5":"41 or more cigarettes daily","6":"Unknown"," ":"Not on certificate"};
294;;1;CIG_REC;Cigarette Recode (Revised);575;R;{"Y":"Yes","N":"No","U":"Unknown"," ":"Not on certificate"};
295;;1;ALCOHOL;Alcohol Use;649;U;{"1":"Yes","2":"No","9":"Unknown or not stated"," ":"Not on certificate"};
296;297;2;DRINKS;Drinks per Week;649;U;{"98":"98 or more drinks weekly","99":"Unknown or not stated"," ":"Not on certificate"}; 00-97 Number of drinks weekly
298;;1;DRINK5;Average Number of Drinks Per Week Recode;649;U;{"0":"Non drinker","1":"1 drink per week","2":"2 drinks per week","3":"3-4 drinks per week","4":"5 or more drinks per week","5":"Unknown or not stated"," ":"Not on certificate"};
299;327;29;FILLER;Filler;;;;
328;;1;URF_ANEMIA;Anemia;681;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
329;;1;URF_CARDC;Cardiac;682;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
330;;1;URF_LUNG;Acute or Chronic Lung Disease;683;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
331;;1;URF_DIAB;Diabetes;684;U,R;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
332;;1;URF_GEN;Genital Herpes;685;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
333;;1;URF_HYDR;Hydramnios / Oligohydramnios;686;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
334;;1;URF_HEMO;Hemoglobinopathy;687;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
335;;1;URF_CHYPER;Cronic Hypertension;688;U,R;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
336;;1;URF_PHYPER;Prepregnacny Associated Hypertension;689;U,R;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
337;;1;URF_ECLAM;Eclampsia;690;U,R;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
338;;1;URF_INCERV;Incompetent Cervix;691;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
339;;1;URF_PRE4000;Previous Infant 4000+ Grams;692;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
340;;1;URF_PRETERM;Previous Preterm/Small for Gestation;693;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
341;;1;URF_RENAL;Renal Disease;694;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
342;;1;URF_RH;Rh Sensitization;695;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
343;;1;URF_UTERINE;Uterine Bleeding;696;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
344;;1;URF_OTHER;Other medical risk factors;697;U;{"1":"Yes","2":"No","9":"Unknown"," ":"Not on certificate"};
345;354;10;FILLER;Filler;;;;
355;;1;UOP_AMNIO;Amniocentesis;701;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
356;;1;UOP_MONIT;Electronic Fetal Monitoring;702;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
357;;1;UOP_INDUC;Induction of Labor;703;U,R;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
358;;1;UOP_STIML;Stimulation of Labor;704;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
359;;1;UOP_TOCOL;Tocolysis;705;U,R;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
360;;1;UOP_ULTRA;Ultrasound;706;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
361;;1;UOP_OTHER;Other Obstetric Procedures;707;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
362;373;12;FILLER;Filler;;;;
374;;1;ULD_FEBR;Febrile;711;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
375;;1;ULD_MECO;Meconium;712;U,R;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
376;;1;ULD_RUPTR;Premature Rupture of Membrane;713;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
377;;1;ULD_ABRUP;Abruptio Placenta;714;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
378;;1;ULD_PREPLA;Placenta Previa;715;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
379;;1;ULD_EXCBL;Other Excessive Bleeding;716;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
380;;1;ULD_SEIZ;Seizures During Labor;717;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
381;;1;ULD_PRECIP;Precipitous Labor;718;U,R;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
382;;1;ULD_PROLG;Prolonged Labor;719;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
383;;1;ULD_DYSFN;Dysfunctional Labor;720;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
384;;1;ULD_BREECH;Breech;721;U,R;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
385;;1;ULD_CEPHAL;Cephalopelvic Disproportion;722;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
386;;1;ULD_CORD;Cord Prolapse;723;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
387;;1;ULD_ANEST;Anesthetic Comlications;724;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
388;;1;ULD_DISTR;Fetal Distress;725;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
389;;1;ULD_OTHER;Other Complications;726;U;{"1":"Yes","2":"No","8":"Not on certificate" ,"9":"Unknown"," ":"Not on certificate"};
390;394;5;FILLER;Filler;;;;
395;;1;UME_VAG_03;Vaginal;730;U;{"1":"Yes","2":"No","8":"Not on certificate","9":"Unknown or not stated"};
396;;1;UME_VBAC_03;Vaginal after C-Section;731;U;{"1":"Yes","2":"No","8":"Not on certificate","9":"Unknown or not stated"};
397;;1;UME_PRIMC_03;Primary C-Section;732;U;{"1":"Yes","2":"No","8":"Not on certificate","9":"Unknown or not stated"};
398;;1;UME_REPEC_03;Repeat C-Section;733;U;{"1":"Yes","2":"No","8":"Not on certificate","9":"Unknown or not stated"};
399;;1;UME_FORCP_03;Forceps;734;U,R;{"1":"Yes","2":"No","8":"Not on certificate","9":"Unknown or not stated"};
400;;1;UME_VAC_03;Vacuum;735;U,R;{"1":"Yes","2":"No","8":"Not on certificate","9":"Unknown or not stated"};
401;;1;DMETH_REC_04;Delivery Method Recode;;U,R;{"1":"Vaginal (excludes vaginal after previous C-section)","2":"Vaginal after previous c-section","3":"Primary C-section","4":"Repeat C-section","5":"Not stated","6":"Vaginal (unknown if previous c-section) (2003 Standard only)","7":"C-section (unknown if previous c-section) (2003 Standardonly)"}
402;407;6;FILLER;Filler;;;;
408;;1;ATTEND;Attendant;;U,R;{"1":"Doctor of Medicine (MD)","2":"Doctor of Osteopathy (DO)","3":"Certified Nurse Midwife (CNM)","4":"Other Midwife","5":"Other","9":"Unknown or not stated"};
409;414;6;FILLER;Filler;;;;
415;416;2;APGAR5;Five Minute APGAR Score;574;U,R;{"99":"Unknown or not stated"};00-10 A score of 0-10
417;;1;APGAR5R;Five Minute APGAR Recode;574;U,R;{"1":"A score of 0-3","2":"A score of 4-6","3":"A score of 7-8","4":"A score of 9-10","5":"Unknown  or not stated"};
418;422;5;FILLER;Filler;;;;
423;;1;DPLURAL;Plurality;;U,R;{"1":"Single","2":"Twin","3":"Triplet","4":"Quadruplet","5":"Quintuplet or higher"};
424;;1;FILLER;Filler;;;;
425;;1;IMP_PLUR;Plurality Imputed;;U,R;{" ":"Plurality is imputed","1":"Plurality is not imputed"};
426;435;10;FILLER;Filler;;;;
436;;1;SEX;Sex of Infant;;U,R;{"M":"Male","F":"Female"};
437;;1;IMP_SEX;Imputed Sex;;U,R;{" ":"Infant Sex not Imputed","1":"Infant Sex is Imputed"};
438;439;2;DLMP_MM;Last Normal Menses Month;;U,R;{"01":"January","02":"February","03":"March","04":"April","05":"May","06":"June","07":"July","08":"August","09":"September","10":"October","11":"November","12":"December","99":"Unknown or not stated"};
440;441;2;DLMP_DD;Last Normal Menses Day;;U,R;{"99":"Unknown or not stated"}; 01-31 As applicable to month of LMP
442;445;4;DLMP_YY;Year of Last Normal Menses Began;;U,R;{"9999":"Unknown or not stated"};nnnn Year of last normal menses
446;447;2;ESTGEST;Obstetric/Clinical Gestation Est.;573;U,R;{"99":"Unknown"};17-47 17th through 47th week of Gestation
448;450;3;FILLER;Filler;;;;
451;452;2;COMBGEST;Gestation – Detail in Weeks;670;U,R;{"99":"Unknown"};17-47 17th through 47th week of Gestation
453;454;2;GESTREC10_07;Gestation Recode 10;;U,R;{"01":"Under 20 weeks","02":"20-27 weeks","03":"28-31 weeks","04":"32-35 weeks","05":"36 weeks","06":"37-39 weeks","07":"40 weeks","08":"41 weeks","09":"42 weeks and over","10":"Unknown"};
455;;1;GESTREC3;Gestation Recode 3;;U,R;{"1":"Under 37 weeks","2":"37 weeks and over","3":"Not stated"};
456;;1;OBGEST_FLG;Clinical Estimate of Gestation Used Flag;;U,R;{" ":"Clinical Estimate is not used","1":"Clinical Estimate is used"};
457;;1;GEST_IMP;Gestation Imputed Flag;;U,R;{" ":"Gestation is not imputed","1":"Gestation is imputed"};
458;466;9;FILLER;Filler;;;;
467;470;4;DBWT;Imputed Birth Weight;;U,R;{"9999":"Not stated birth weight"};0227-8165 Number of grams
471;472;2;BWTR14;Birth Weight Recode 14;;U,R;{"01":"227 - 499 grams","02":"500 – 749 grams","03":"750 - 999 grams","04":"1000 - 1249 grams","05":"1250 – 1499 grams","06":"1500 – 1999 grams","07":"2000 – 2499 grams","08":"2500 – 2999 grams","09":"3000 – 3400 grams","10":"3500 – 3999 grams","11":"4000 – 4499 grams","12":"4500 – 4999 grams","13":"5000 – 8165 grams","14":"Not Stated"};
473;;1;BWTR4;Birth Weight Recode 4;;U,R;{"1":"227- 1499 grams","2":"1500 – 2499 grams","3":"2500 - 8165 grams","4":"Unknown or not stated"};
474;;1;FILLER;Filler;;;;
475;;1;BWTIMP;Imputed Birth Weight Flag;;U,R;{" ":"Birth Weight is not imputed","1":"Birth Weight is imputed"};
476;482;7;FILLER;Filler;;;;
483;;1;UAB_ANEM_03;Anemia;;U;{"1":"Complication reported","2":"Complication not reported","8":"Complication not on certificate","9":"Complication not classifiable"};
484;;1;UAB_INJURY_03;Birth Injury;;U;{"1":"Complication reported","2":"Complication not reported","8":"Complication not on certificate","9":"Complication not classifiable"};
485;;1;UAB_ALCOH_03;Fetal Alcohol Syndrome;;U;{"1":"Complication reported","2":"Complication not reported","8":"Complication not on certificate","9":"Complication not classifiable"};
486;;1;UAB_HYAL_03;Hyaline Membrane Disease;;U;{"1":"Complication reported","2":"Complication not reported","8":"Complication not on certificate","9":"Complication not classifiable"};
487;;1;UAB_MECON_03;Meconium Aspiration Syndrome;;U;{"1":"Complication reported","2":"Complication not reported","8":"Complication not on certificate","9":"Complication not classifiable"};
488;;1;UAB_VENL30_03;Assisted Ventilation < 30 min;;U;{"1":"Complication reported","2":"Complication not reported","8":"Complication not on certificate","9":"Complication not classifiable"};
489;;1;UAB_VEN30M_03;Assisted Ventilation >= 30 min;;U;{"1":"Complication reported","2":"Complication not reported","8":"Complication not on certificate","9":"Complication not classifiable"};
490;;1;UAB_NSEIZ_03;Seizures;;U;{"1":"Complication reported","2":"Complication not reported","8":"Complication not on certificate","9":"Complication not classifiable"};
491;;1;UAB_OTHER_03;Other Abnormal Conditions;;U;{"1":"Complication reported","2":"Complication not reported","8":"Complication not on certificate","9":"Complication not classifiable"};
492;503;12;FILLER;Filler;;;;
504;;1;UCA_ANEN_03;Anencephalus;;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
505;;1;UCA_SPINA_03;Spina Bifida / Meningocele;;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
506;;1;UCA_HYDRO_03;Hydrocephalus;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
507;;1;UCA_MICRO_03;Microcephalus;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
508;;1;UCA_NERV_03;Other Central Nervous System Anoms.;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
509;;1;UCA_HEART_03;Heart Malformations;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
510;;1;UCA_CIRC_03;Other Circulatory/Respiration Anoms.;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
511;;1;UCA_RECTAL_03;Rectal Atresia / Stenosis;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
512;;1;UCA_TRACH_03;Tracheo-Esophageal Fistula;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
513;;1;UCA_OMPHA_03;Omphalocele / Gastroschisis;;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
514;;1;UCA_GASTRO_03;Other Gastrointestinal Anoms.;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
515;;1;UCA_GENITAL_03;Malformed Genitalia;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
516;;1;UCA_RENAL_03;Renal Agenesis;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
517;;1;UCA_UROGEN_03;Other Urogenital Anoms.;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
518;;1;UCA_CELFTLP_03;Cleft Lip / Palate;;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
519;;1;UCA_ADACTY_03;Polydactyly / Syndactyly / Adactyly;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
520;;1;UCA_CLUBFT_03;Club Foot;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
521;;1;UCA_HERNIA_03;Diaphramatic Hernia;;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
522;;1;UCA_MUSCU_03;Other Musculoskeletal Anoms.;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
523;;1;UCA_DOWNS_03;Downs Syndrome;;U,R;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
524;;1;UCA_CHROM_03;Other Chromosomal Anoms.;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
525;;1;UCA_OTHER_3;Other Congenital Anoms.;;U;{"1":"Anomaly reported","2":"Anomaly not reported","9":"Anomaly not classifiable","8":"Anomaly not on certificate"};
526;568;43;FILLER;Filler;;;;
569;;1;F_MORIGIN;Origin of Mother;;U,R;{"0":"Not reporting","1":"Reporting"};
570;;1;F_FORIGIN;Origin of Father;;U,R;{"0":"Not reporting","1":"Reporting"};
571;;1;F_MEDUC;Education of Mother;;R;{"0":"Not reporting","1":"Reporting"};
572;;1;FILLER;Filler;;;;
573;;1;F_CLINEST;Clinical Estimate of Gestation;;U,R;{"0":"Not reporting","1":"Reporting"};
574;;1;F_APGAR5;Five minute APGAR;;U,R;{"0":"Not reporting","1":"Reporting"};
575;;1;F_TOBACO;Tobacco use;;R;{"0":"Not reporting","1":"Reporting"};
576;646;71;FILLER;Filler;;;;
647;;1;F_MED;Mother’s Education;;U;{"0":"Not reporting","1":"Reporting"};
648;;1;F_WTGAIN;Weight Gain;;U,R;{"0":"Not reporting","1":"Reporting"};
649;;1;F_ALCOL;Alcohol use;;U;{"0":"Not reporting","1":"Reporting"};
650;;1;F_API;API Codes;;U;{"0":"Not reporting","1":"Reporting"};
651;666;16;FILLER;Filler;;;;
667;;1;F_TOBAC;Tobacco Use;;U;{"0":"Not reporting","1":"Reporting"};
668;;1;F_MPCB;Month Prenatal Care Began;;R;{"0":"Not reporting","1":"Reporting"};
669;;1;F_MPCB_U;Month Prenatal Care Began;;U;{"0":"Not reporting","1":"Reporting"};
670;682;13;FILLER;Filler;;;;
683;685;3;MRACE1E;Mother’s Race Edited;;R;{};100-999 Mother’s Race Edited Code A00-R99
686;688;3;MRACE2E;Mother’s Race Edited;;R;{};100-999 Mother’s Race Edited Code A00-R99
689;691;3;MRACE3E;Mother’s Race Edited;;R;{};100-999 Mother’s Race Edited Code A00-R99
692;694;3;MRACE4E;Mother’s Race Edited;;R;{};100-999 Mother’s Race Edited Code A00-R99      
695;697;3;MRACE5E;Mother’s Race Edited;;R;{};100-999 Mother’s Race Edited Code A00-R99
698;700;3;MRACE6E;Mother’s Race Edited;;R;{};100-999 Mother’s Race Edited Code A00-R99      
701;703;3;MRACE7E;Mother’s Race Edited;;R;{};100-999 Mother’s Race Edited Code A00-R99
704;706;3;MRACE8E;Mother’s Race Edited;;R;{};100-999 Mother’s Race Edited Code A00-R99      
707;717;11;FILLER;Filler;;;;
718;720;3;FRACE1E;Father’s Race Edited;;R;{};100-999 Father's Race Edited Code A00-R99
721;723;3;FRACE2E;Father’s Race Edited;;R;{};100-999 Father's Race Edited Code A00-R99
724;726;3;FRACE3E;Father’s Race Edited;;R;{};100-999 Father's Race Edited Code A00-R99
727;729;3;FRACE4E;Father’s Race Edited;;R;{};100-999 Father's Race Edited Code A00-R99
730;732;3;FRACE5E;Father’s Race Edited;;R;{};100-999 Father's Race Edited Code A00-R99
733;735;3;FRACE6E;Father’s Race Edited;;R;{};100-999 Father's Race Edited Code A00-R99
736;738;3;FRACE7E;Father’s Race Edited;;R;{};100-999 Father's Race Edited Code A00-R99
739;741;3;FRACE8E;Father’s Race Edited;;R;{};100-999 Father's Race Edited Code A00-R99
742;750;9;FILLER;Filler;;;;
751;;1;MATCHS;Match Status;;U,R;{"1":"Matched birth/infant death record","2":"Surviving infant record","3":"Unmatched infant death record"}; This code is used in the unlinked file
752;754;3;FILLER;Filler;;;;
755;757;3;AGED;Age at Death in Days;;;{};000-365 Number of days
758;;1;AGER5;Infant age recode 5;;;{"1":"Under 1 hour","2":"1 – 23 hours","3":"1 – 6 days","4":"7 – 27 days (late neonatal)","5":"28 days and over (postneonatal)"};
759;760;2;AGER22;Infant age recode 22;;;{" ":"Age 1 year and over or not stated","01":"Under 1 hour (includes not stated hours and minutes)","02":"1 – 23 hour","03":"1 day (includes not stated days)","04":"2 days","05":"3 days","06":"4 days","07":"5 days","08":"6 days","09":"7 days (includes not stated weeks)","10":"14 – 20 days","11":"21 – 27 days","12":"1 month (includes not stated months)","13":"2 months","14":"3 months","15":"4 months","16":"5 months","17":"6 months","18":"7 months","19":"8 months","20":"9 months","21":"10 months","22":"11 months"};
761;;1;MANNER;Manner of Death;;;{"1":"Accident","2":"Suicide","3":"Homicide","4":"Pending investigation","5":"Could not determine","6":"Self-inflicted","7":"Natural"," ":"Not specified"};
762;;1;DISPO;Method of Disposition;;;{"B":"Burial","C":"Cremation","O":"Other","U":"Unknown","D":"Donation","E":"Entombment","R":"Removal from State"};
763;;1;AUTOPSY;Autopsy;;;{"Y":"Yes","N":"No","U":"Unknown"};
764;;1;FILLER;Filler;;;;
765;;1;PLACE_04;Place of injury for causes W00-Y34, except Y06.-;;;{"0":"Home","1":"Residential institution","2":"School, other institution and public administrative area","3":"Sports and athletics area","4":"Street and highway","5":"Trade and service area","6":"Industrial and construction area","7":"Farm","8":"Other Specified Places","9":"Unspecified place"," ":"Cause other than W00-Y34, except Y06.- and Y07.-"};
766;;1;FILLER;Filler;;;;
767;770;4;UC0D;ICD Code (10th Revision);;;{};
771;;1;FILLER;Filler;;;;
772;774;3;UCODR130;130 Infant Cause Recode;;;{};001-158 Code Range
775;;1;FILLER;Filler;;;;
776;783;8;RECWT;Record Weight (no weights computed for possessions file);;;{};1.XXXXXX
784;785;2;FILLER;Filler;;;;
786;787;2;EANUM;Number of Entity-Axis Conditions;;;{};00-20 Code range
788;794;7;ENTITY_1ST_C;1st Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
795;801;7;ENTITY_2ND_C;2nd Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
802;808;7;ENTITY_3RD_C;3rd Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
809;815;7;ENTITY_4TH_C;4th Condition;;;{};Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
816;822;7;ENTITY_5TH_C;5th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
823;829;7;ENTITY_6TH_C;6th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
830;836;7;ENTITY_7TH_C;7th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
837;843;7;ENTITY_8TH_C;8th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
844;850;7;ENTITY_9TH_C;9th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
851;857;7;ENTITY_10TH_C;10th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
858;864;7;ENTITY_11TH_C;11th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
865;871;7;ENTITY_12TH_C;12th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
872;878;7;ENTITY_13TH_C;13th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
879;885;7;ENTITY_14TH_C;14th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
886;892;7;ENTITY_15TH_C;15th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
893;899;7;ENTITY_16TH_C;16th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
900;906;7;ENTITY_17TH_C;17th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
